ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
66.240.236.119,10439,arin,"CARINET - CariNet, Inc., US",,"CariNet, Inc.",,NET-66-240-236-0-1,NET-25,ASSIGNMENT,66.240.236.0,66.240.236.127,,NET-66-240-192-0-1,,,,,,,,census6.shodan.io,True
193.163.125.91,211298,ripencc,"DRIFTNET, GB",GB,Driftnet Hostmaster; lir-uk-driftnet-1-MNT,,193.163.125.0 - 193.163.125.127,DRIFTNET-IPV4-A,LIR-PARTITIONED PA,193.163.125.0,193.163.125.127,GB,193.163.125.0 - 193.163.125.255,network-abuse@driftnet.io,,,,,,,adored.census.internet-measurement.com,True
64.62.197.136,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-40o.shadowserver.org,True
64.62.156.44,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-62-6.shadowserver.org,True
47.245.138.189,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
70.114.116.180,11427,arin,"TWC-11427-TEXAS - Charter Communications Inc, US",,Charter Communications Inc; IPAddressing; Abuse,,NET-70-112-0-0-1,RRSW,DIRECT ALLOCATION,70.112.0.0,70.127.255.255,,NET-70-0-0-0-0,,,,,,,,syn-070-114-116-180.res.spectrum.com,True
109.105.210.53,21859,ripencc,"ZEN-ECN - Zenlayer Inc, US",US,"MNT-BST; NSEC - Sistemas Informaticos, S.A.; Abuse-C Role",,109.105.210.0 - 109.105.210.255,ICG-ZEN-DFW,ASSIGNED PA,109.105.210.0,109.105.210.255,US,109.105.208.0 - 109.105.215.255,optout@internet-census.org,,,,,,,zl-dfwc-us-gp1-wk106b.internet-census.org,True
64.62.197.239,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-51m.shadowserver.org,True
183.212.151.128,56046,apnic,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,haijun li; China Mobile Communications Corporation; chinamobile tech; IRT-CHINAMOBILE2-CN,,183.192.0.0 - 183.255.255.255,CMNET,ALLOCATED PORTABLE,183.192.0.0,183.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
66.132.224.21,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-224-0-1,CENSY,DIRECT ALLOCATION,66.132.224.0,66.132.224.255,,NET-66-0-0-0-0,,,,,,,,21.224.132.66.censys-scanner.com,True
20.14.90.54,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Microsoft Abuse Contact; Prachi Singh; Microsoft Routing, Peering, and DNS",,NET-20-0-0-0-1,MSFT,DIRECT ALLOCATION,20.0.0.0,20.31.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgz5qpd3.stretchoid.com,True
20.84.144.171,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdcg4ox91a.stretchoid.com,True
190.14.248.42,27951,lacnic,"Media Commerce Partners S.A, CO",,VESGA TELECOMUNICACIONES S.A.S; Camilo Alberto Ruiz Medina,,190.14.248.40/29,190.14.248.40 - 190.14.248.47,REALLOCATED,190.14.248.40,190.14.248.47,,190.14.240.0/20,interconexion@mc.net.co,,,,,,,1901424842.ip33.static.mediacommerce.com.co,True
20.127.220.170,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdegts5jpu.stretchoid.com,True
165.154.172.148,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.172.0 - 165.154.173.255,UCLOUD-US,ALLOCATED NON-PORTABLE,165.154.172.0,165.154.173.255,US,,hegui@ucloud.cn,,,,,,,xsjdrsn.cn,True
165.22.184.62,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-165-22-0-0-1,DIGITALOCEAN-165-22-0-0,DIRECT ALLOCATION,165.22.0.0,165.22.255.255,,NET-165-0-0-0-0,,,,,,,,portscanner-nyc1-01.prod.cyberresilience.io,True
8.216.4.234,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,8.208.0.0 - 8.223.255.255,ASEPL-SG,ALLOCATED PORTABLE,8.208.0.0,8.223.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
8.216.3.3,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,8.208.0.0 - 8.223.255.255,ASEPL-SG,ALLOCATED PORTABLE,8.208.0.0,8.223.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
8.216.5.52,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,8.208.0.0 - 8.223.255.255,ASEPL-SG,ALLOCATED PORTABLE,8.208.0.0,8.223.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
43.228.157.138,205759,apnic,"GHOSTYNETWORKS, US",SG,Masha Kashi; IRT-GZSYSTEMS-HK,,43.228.157.0 - 43.228.157.255,Cyber-Security-SG,ASSIGNED NON-PORTABLE,43.228.157.0,43.228.157.255,SG,,admin@pointtoserver.com,,,,,,,,True
64.62.197.14,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-36m.shadowserver.org,True
64.62.156.136,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-81-4.shadowserver.org,True
65.49.20.76,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-20-64-1,HURRICANE-CE2897-3D419FB3,ALLOCATION,65.49.20.64,65.49.20.127,,NET-65-49-0-0-1,,,,,,,,scan-19b.shadowserver.org,True
18.221.179.104,16509,arin,"AMAZON-02 - Amazon.com, Inc., US",,AWS RPKI Management POC; Amazon EC2 Network Operations; DNS; Amazon EC2 Abuse; Amazon AWS Network Operations; Amazon Technologies Inc.; IP Routing; IP Management,,NET-18-32-0-0-1,AT-88-Z,DIRECT ALLOCATION,18.32.0.0,18.255.255.255,,NET-18-0-0-0-0,,,,,,,,scan.visionheight.com,True
194.127.165.55,212512,ripencc,"DETAI, GB",US,Detai Prosperous Technologies Limited; DETAI-MNT; owl,,194.127.165.0 - 194.127.165.255,DETAI,ASSIGNED PA,194.127.165.0,194.127.165.255,US,194.127.164.0 - 194.127.167.255,abuse@resec.ai,,,,,,,,True
64.62.197.46,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-37o.shadowserver.org,True
95.0.252.16,9121,ripencc,"TTNET, TR",TR,Abuse Role; AS9121-MNT; Sami Aydogdu,,95.0.252.0 - 95.0.252.31,metro_ethernet_alsat_coklu_IP,ASSIGNED PA,95.0.252.0,95.0.252.31,TR,95.0.0.0 - 95.15.255.255,abuse@turktelekom.com.tr,,,,,,,95.0.252.16.static.ttnet.com.tr,True
43.228.157.214,205759,apnic,"GHOSTYNETWORKS, US",SG,Masha Kashi; IRT-GZSYSTEMS-HK,,43.228.157.0 - 43.228.157.255,Cyber-Security-SG,ASSIGNED NON-PORTABLE,43.228.157.0,43.228.157.255,SG,,admin@pointtoserver.com,,,,,,,,True
193.163.125.113,211298,ripencc,"DRIFTNET, GB",GB,Driftnet Hostmaster; lir-uk-driftnet-1-MNT,,193.163.125.0 - 193.163.125.127,DRIFTNET-IPV4-A,LIR-PARTITIONED PA,193.163.125.0,193.163.125.127,GB,193.163.125.0 - 193.163.125.255,network-abuse@driftnet.io,,,,,,,tranquil.census.internet-measurement.com,True
194.165.16.165,48721,ripencc,"FLYSERVERS-ENDCLIENTS, PA",EU,FLYSERVERS GLOBAL NETWORK OPERATION CENTRE; mnt-pa-flyservers-1; RIPE-NCC-END-MNT; Flyservers S.A.,,194.165.16.0 - 194.165.17.255,PA-FLYSERVERS,ASSIGNED PI,194.165.16.0,194.165.17.255,EU,0.0.0.0 - 255.255.255.255,abuse@flyservers.com,,,,,,,,True
64.62.197.174,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-49h.shadowserver.org,True
60.191.125.35,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-ZJ Hangzhou; Xiaohong Wang,,60.191.125.32 - 60.191.125.39,HANGZHOU-SHENTONG-LTD,ASSIGNED NON-PORTABLE,60.191.125.32,60.191.125.39,CN,,,,,,,,,,True
43.157.158.178,132203,apnic,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",BR,IRT-ACEVILLEPTELTD-SG; ACEVILLE PTELTD administrator,,43.157.128.0 - 43.157.191.255,ACEVILLEPTELTD-SG,ALLOCATED NON-PORTABLE,43.157.128.0,43.157.191.255,BR,,abuse@tencent.com,,,,,,,,True
65.49.1.81,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,,,,,,,scan-57b.shadowserver.org,True
47.254.156.46,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Alibaba Cloud - DE,,NET-47-254-128-0-1,ALIBABA CLOUD - DE,ASSIGNMENT,47.254.128.0,47.254.191.255,,NET-47-250-0-0-1,,,,,,,,,True
18.208.191.195,14618,arin,"AMAZON-AES - Amazon.com, Inc., US",,AWS RPKI Management POC; Amazon EC2 Network Operations; DNS; Amazon EC2 Abuse; Amazon AWS Network Operations; Amazon Technologies Inc.; IP Routing,,NET-18-32-0-0-1,AT-88-Z,DIRECT ALLOCATION,18.32.0.0,18.255.255.255,,NET-18-0-0-0-0,,,,,,,,ec2-18-208-191-195.compute-1.amazonaws.com,True
65.20.143.162,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,,,,,,,,True
115.86.148.94,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,115.86.0.0 - 115.86.255.255,LG-HELLOVISION-KR,ALLOCATED PORTABLE,115.86.0.0,115.86.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
41.38.70.49,8452,afrinic,"TE-AS TE-AS, EG",EG,TE Data Contact Role; TE Data Contact Role-2,,41.38.0.0 - 41.39.255.255,,ASSIGNED PA,41.38.0.0,41.39.255.255,EG,41.32.0.0 - 41.47.255.255,,,,,,,,,True
170.187.158.194,63949,arin,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",,Linode; Linode Network Operations; Linode Abuse Support; ipadmin,,NET-170-187-128-0-2,LINODE,ASSIGNMENT,170.187.128.0,170.187.255.255,,NET-170-187-128-0-1,,,,,,,,prod-boron-us-southeast-40.li.binaryedge.ninja,True
34.95.197.36,396982,arin,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",,Google LLC; GC Abuse,,NET-34-64-0-0-1,GOOGL-2,DIRECT ALLOCATION,34.64.0.0,34.127.255.255,,NET-34-0-0-0-0,,,,,,,,36.197.95.34.bc.googleusercontent.com,True
62.60.130.227,215930,ripencc,"COD, RS",GB,CIPHER OPERATIONS DOO BEOGRAD - NOVI BEOGRAD; mm500-mnt; researchnoc-mnt; Abuse contact role object,,62.60.130.0 - 62.60.130.255,spaceshipnetworks,ASSIGNED PA,62.60.130.0,62.60.130.255,GB,62.60.128.0 - 62.60.135.255,olatunji8221@gmail.com,,,,,,,,True
64.62.156.28,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-61-4.shadowserver.org,True
65.49.1.117,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,,,,,,,scan-59j.shadowserver.org,True
120.24.221.87,37963,apnic,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,Guoxin Gao; IRT-ALISOFT-CN; Guowei Pan; security trouble; Li Jia,,120.24.0.0 - 120.27.255.255,ALISOFT,ALLOCATED PORTABLE,120.24.0.0,120.27.255.255,CN,,didong.jc@alibaba-inc.com,,,,,,,,True
65.49.1.225,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,,,,,,,scan-78-03.shadowserver.org,True
20.221.68.74,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-192-0-0-1,MSFT,DIRECT ALLOCATION,20.192.0.0,20.255.255.255,,NET-20-0-0-0-0,,,,,,,,azpdcgovdnpz.stretchoid.com,True
77.41.156.64,3216,ripencc,"SOVAM-AS, RU",RU,"Sovintel NOC; PJSC ""Vimpelcom""; Sovintel Abuse Department; SOVINTEL-MNT",,77.41.156.0 - 77.41.156.255,RU-SOVINTEL-p2p-Clients-pool-13-IzSvIn-NET,ASSIGNED PA,77.41.156.0,77.41.156.255,RU,77.41.144.0 - 77.41.159.255,abuse-b2b@beeline.ru,,,,,,,,True
74.235.84.135,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,Microsoft Corporation; CLT ADSL CBB,,NET-74-235-0-0-1,BLS-74-235-0-0-1003020949,ASSIGNMENT,74.235.0.0,74.235.127.255,,NET-74-234-0-0-1,,,,,,,,azpdegew7ha0.stretchoid.com,True
64.62.156.147,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-82-5.shadowserver.org,True
43.106.138.205,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,43.0.0.0 - 43.127.255.255,ASEPL-SG,ALLOCATED PORTABLE,43.0.0.0,43.127.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
20.65.192.67,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdssfmudnd.stretchoid.com,True
195.184.76.223,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,salas.probe.onyphe.net,True
184.105.247.246,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-184-105-247-192-1,HURRICANE-CE2897-2AAEDEA4,ALLOCATION,184.105.247.192,184.105.247.255,,NET-184-104-0-0-1,,,,,,,,scan-13m.shadowserver.org,True
223.123.43.0,138423,apnic,"CMPAKLIMITED-AS-ENTCORP CMPak Limited, PK",PK,CMPak Limited administrator; IRT-CMPAKLIMITED-PK,,223.123.0.0 - 223.123.63.255,CMPak-Mobile-Fixed-Network,ALLOCATED NON-PORTABLE,223.123.0.0,223.123.63.255,PK,,complaint.ip@zong.com.pk,,,,,,,,True
118.193.77.34,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,118.193.76.0 - 118.193.77.255,UCLOUD-US,ALLOCATED NON-PORTABLE,118.193.76.0,118.193.77.255,US,,hegui@ucloud.cn,,,,,,,,True
190.181.27.37,26210,lacnic,"AXS Bolivia S. A., BO",,AXS Bolivia S. A.; Roberto Loza Guachalla,,190.181.0.0/18,190.181.0.0 - 190.181.63.255,ALLOCATED,190.181.0.0,190.181.63.255,,190.0.0.0/8,rloza@acelerate.com,,,,,,,static-190-181-27-37.acelerate.net,True
20.42.95.196,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdegs2yyp9.stretchoid.com,True
45.156.128.62,211680,ripencc,"AS-BITSIGHT, PT",NL,Data Operations; MNT-BST; Abuse-C Role,,45.156.128.0 - 45.156.128.255,INAP-AMS-1,ASSIGNED PA,45.156.128.0,45.156.128.255,NL,45.156.128.0 - 45.156.131.255,optout@internet-census.org,,,,,,,sh-ams-nl-gp1-wk113b.internet-census.org,True
159.223.97.83,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-159-223-0-0-1,DO-13,DIRECT ALLOCATION,159.223.0.0,159.223.255.255,,NET-159-0-0-0-0,,,,,,,,prod-boron-nyc1-36.do.binaryedge.ninja,True
193.163.125.202,211298,ripencc,"DRIFTNET, GB",GB,Driftnet Hostmaster; lir-uk-driftnet-1-MNT,,193.163.125.128 - 193.163.125.255,DRIFTNET-IPV4-B,LIR-PARTITIONED PA,193.163.125.128,193.163.125.255,GB,193.163.125.0 - 193.163.125.255,network-abuse@driftnet.io,,,,,,,rapturous.census.internet-measurement.com,True
128.203.203.196,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,128.203.128.0 - 128.203.255.255,cloud,ASSIGNED PA,128.203.128.0,128.203.255.255,US,128.203.0.0 - 128.203.255.255,abuse@microsoft.com,,,,,,,azpdcgcif6ni.stretchoid.com,True
8.211.171.136,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,8.208.0.0 - 8.223.255.255,ASEPL-SG,ALLOCATED PORTABLE,8.208.0.0,8.223.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
139.144.31.247,63949,arin,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",,Linode; Linode Network Operations; Linode Abuse Support; ipadmin,,NET-139-144-0-0-2,LINODE,ASSIGNMENT,139.144.0.0,139.144.255.255,,NET-139-144-0-0-1,,,,,,,,prod-barium-us-southeast-28.li.binaryedge.ninja,True
172.202.118.43,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,172.202.0.0 - 172.202.255.255,cloud,ASSIGNED PA,172.202.0.0,172.202.255.255,US,172.128.0.0 - 172.215.255.255,abuse@microsoft.com,,,,,,,azpdcsljib14.stretchoid.com,True
91.231.89.73,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,valentine.probe.onyphe.net,True
115.248.8.65,18101,apnic,"RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI, IN",IN,Reliance Communications Limited; Antiabuse Helpdesk; IRT-RELIANCE-COMMUNICATIONS-IN,,115.248.0.0 - 115.255.255.255,RCOM,ALLOCATED PORTABLE,115.248.0.0,115.255.255.255,IN,,Antiabuse.Support@relianceada.com,,,,,,,,True
47.245.135.122,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
20.127.170.79,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; IPHostmaster IPHostmaster; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdegcw1ysw.stretchoid.com,True
64.62.156.115,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-67-7.shadowserver.org,True
64.62.197.98,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-39g.shadowserver.org,True
184.105.247.204,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-184-105-247-192-1,HURRICANE-CE2897-2AAEDEA4,ALLOCATION,184.105.247.192,184.105.247.255,,NET-184-104-0-0-1,,,,,,,,scan-15b.shadowserver.org,True
91.231.89.172,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,marie.probe.onyphe.net,True
47.84.143.233,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-74-0-0-1,AL-3,DIRECT ALLOCATION,47.74.0.0,47.87.255.255,,NET-47-0-0-0-0,,,,,,,,,True
58.216.151.226,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS-CZ Hostmaster,,58.216.151.224 - 58.216.151.227,CHANGZHOU-SANKESHU-MATERIAL-CORP,ASSIGNED NON-PORTABLE,58.216.151.224,58.216.151.227,CN,,,,,,,,,,True
165.154.173.120,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.172.0 - 165.154.173.255,UCLOUD-US,ALLOCATED NON-PORTABLE,165.154.172.0,165.154.173.255,US,,hegui@ucloud.cn,,,,,,,,True
20.221.71.226,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-192-0-0-1,MSFT,DIRECT ALLOCATION,20.192.0.0,20.255.255.255,,NET-20-0-0-0-0,,,,,,,,azpdcetl7xvx.stretchoid.com,True
47.236.1.244,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
